pdate,hour,admin1,admin1_code,admin2,admin2_code,admin3,admin3_code,total,totalimei,totalimsi
2016-05-05,23,90,90,90,90,90,90,4,4,4
2016-05-05,23,91,91,91,91,91,91,3,3,3
2016-05-05,23,92,92,92,92,92,92,1,1,1
2016-05-06,5,88,88,88,88,88,88,4,4,4
2016-05-06,5,89,89,89,89,89,89,4,4,4
2016-05-06,5,90,90,90,90,90,90,6,6,6
2016-05-06,5,91,91,91,91,91,91,4,4,4
2016-05-06,5,92,92,92,92,92,92,1,1,1
2016-05-06,6,88,88,88,88,88,88,902,841,841
2016-05-06,6,89,89,89,89,89,89,1647,1570,1570
2016-05-06,6,90,90,90,90,90,90,1652,1576,1576
2016-05-06,6,91,91,91,91,91,91,412,393,393
2016-05-06,6,92,92,92,92,92,92,54,47,47
2016-05-06,8,23,23,23,23,23,23,2,1,1
2016-05-06,8,88,88,88,88,88,88,514,491,491
2016-05-06,8,89,89,89,89,89,89,805,794,794
2016-05-06,8,90,90,90,90,90,90,1012,999,999
2016-05-06,8,91,91,91,91,91,91,327,322,322
2016-05-06,8,92,92,92,92,92,92,73,71,71
2016-05-06,9,88,88,88,88,88,88,1502,1355,1355
2016-05-06,9,89,89,89,89,89,89,2517,2337,2337
2016-05-06,9,90,90,90,90,90,90,2537,2400,2400
2016-05-06,9,91,91,91,91,91,91,822,773,773
2016-05-06,9,92,92,92,92,92,92,155,147,147
2016-05-06,10,88,88,88,88,88,88,1145,1093,1093
2016-05-06,10,89,89,89,89,89,89,2142,2088,2088
2016-05-06,10,90,90,90,90,90,90,3045,2976,2976
2016-05-06,10,91,91,91,91,91,91,1139,1107,1107
2016-05-06,10,92,92,92,92,92,92,176,161,161
2016-05-06,11,88,88,88,88,88,88,569,542,542
2016-05-06,11,89,89,89,89,89,89,1085,1068,1068
2016-05-06,11,90,90,90,90,90,90,1537,1528,1528
2016-05-06,11,91,91,91,91,91,91,492,487,487
2016-05-06,11,92,92,92,92,92,92,90,87,87
2016-05-06,13,89,89,89,89,89,89,4,4,4
2016-05-06,13,90,90,90,90,90,90,7,7,7
2016-05-06,14,88,88,88,88,88,88,375,364,364
2016-05-06,14,89,89,89,89,89,89,755,750,750
2016-05-06,14,90,90,90,90,90,90,1108,1106,1106
2016-05-06,14,91,91,91,91,91,91,490,485,485
2016-05-06,14,92,92,92,92,92,92,78,73,73
2016-05-06,15,88,88,88,88,88,88,770,745,745
2016-05-06,15,89,89,89,89,89,89,1502,1491,1491
2016-05-06,15,90,90,90,90,90,90,2003,1992,1992
2016-05-06,15,91,91,91,91,91,91,905,893,893
2016-05-06,15,92,92,92,92,92,92,147,137,137
2016-05-06,16,88,88,88,88,88,88,722,683,683
2016-05-06,16,89,89,89,89,89,89,1391,1353,1353
2016-05-06,16,90,90,90,90,90,90,1975,1928,1928
2016-05-06,16,91,91,91,91,91,91,844,821,821
2016-05-06,16,92,92,92,92,92,92,149,133,133
2016-05-06,17,88,88,88,88,88,88,1106,1058,1058
2016-05-06,17,89,89,89,89,89,89,2215,2178,2178
2016-05-06,17,90,90,90,90,90,90,3478,3440,3440
2016-05-06,17,91,91,91,91,91,91,1281,1264,1264
2016-05-06,17,92,92,92,92,92,92,218,209,209
2016-05-06,18,88,88,88,88,88,88,2155,1979,1979
2016-05-06,18,89,89,89,89,89,89,3567,3410,3410
2016-05-06,18,90,90,90,90,90,90,4593,4426,4426
2016-05-06,18,91,91,91,91,91,91,1610,1531,1531
2016-05-06,18,92,92,92,92,92,92,277,256,256
2016-05-06,19,23,23,23,23,23,23,4,2,2
2016-05-06,19,26,26,26,26,26,26,1,1,1
2016-05-06,19,88,88,88,88,88,88,2615,2456,2456
2016-05-06,19,89,89,89,89,89,89,4180,4036,4036
2016-05-06,19,90,90,90,90,90,90,5119,4938,4938
2016-05-06,19,91,91,91,91,91,91,1966,1898,1898
2016-05-06,19,92,92,92,92,92,92,361,339,339
2016-05-06,20,88,88,88,88,88,88,4251,4009,4009
2016-05-06,20,89,89,89,89,89,89,6747,6552,6552
2016-05-06,20,90,90,90,90,90,90,8048,7841,7841
2016-05-06,20,91,91,91,91,91,91,3179,3087,3087
2016-05-06,20,92,92,92,92,92,92,548,520,520
2016-05-06,21,88,88,88,88,88,88,417,406,406
2016-05-06,21,89,89,89,89,89,89,772,771,771
2016-05-06,21,90,90,90,90,90,90,1097,1095,1095
2016-05-06,21,91,91,91,91,91,91,506,505,505
2016-05-06,21,92,92,92,92,92,92,92,88,88
2016-05-07,5,88,88,88,88,88,88,205,193,193
2016-05-07,5,89,89,89,89,89,89,361,342,342
2016-05-07,5,90,90,90,90,90,90,338,326,326
2016-05-07,5,91,91,91,91,91,91,123,116,116
2016-05-07,5,92,92,92,92,92,92,27,20,20
2016-05-07,7,88,88,88,88,88,88,48,46,46
2016-05-07,7,89,89,89,89,89,89,104,102,102
2016-05-07,7,90,90,90,90,90,90,170,170,170
2016-05-07,7,91,91,91,91,91,91,67,67,67
2016-05-07,7,92,92,92,92,92,92,15,13,13
2016-05-07,8,23,23,23,23,23,23,4,2,2
2016-05-07,8,88,88,88,88,88,88,2294,2060,2060
2016-05-07,8,89,89,89,89,89,89,3621,3353,3353
2016-05-07,8,90,90,90,90,90,90,3935,3702,3702
2016-05-07,8,91,91,91,91,91,91,1361,1273,1273
2016-05-07,8,92,92,92,92,92,92,218,196,196
2016-05-07,9,88,88,88,88,88,88,29,29,29
2016-05-07,9,89,89,89,89,89,89,59,59,59
2016-05-07,9,90,90,90,90,90,90,98,98,98
2016-05-07,9,91,91,91,91,91,91,27,27,27
2016-05-07,9,92,92,92,92,92,92,4,4,4
2016-05-07,10,88,88,88,88,88,88,1163,1105,1105
2016-05-07,10,89,89,89,89,89,89,2121,2041,2041
2016-05-07,10,90,90,90,90,90,90,3093,2949,2949
2016-05-07,10,91,91,91,91,91,91,1202,1149,1149
2016-05-07,10,92,92,92,92,92,92,200,184,184
2016-05-07,11,88,88,88,88,88,88,2599,2456,2456
2016-05-07,11,89,89,89,89,89,89,4396,4287,4287
2016-05-07,11,90,90,90,90,90,90,6095,5971,5971
2016-05-07,11,91,91,91,91,91,91,2467,2403,2403
2016-05-07,11,92,92,92,92,92,92,413,387,387
2016-05-07,12,88,88,88,88,88,88,2383,2290,2290
2016-05-07,12,89,89,89,89,89,89,4829,4786,4786
2016-05-07,12,90,90,90,90,90,90,7061,7003,7003
2016-05-07,12,91,91,91,91,91,91,2922,2883,2883
2016-05-07,12,92,92,92,92,92,92,485,466,466
2016-05-07,13,88,88,88,88,88,88,210,197,197
2016-05-07,13,89,89,89,89,89,89,446,443,443
2016-05-07,13,90,90,90,90,90,90,780,779,779
2016-05-07,13,91,91,91,91,91,91,243,240,240
2016-05-07,13,92,92,92,92,92,92,46,45,45
2016-05-07,14,88,88,88,88,88,88,88,83,83
2016-05-07,14,89,89,89,89,89,89,93,92,92
2016-05-07,14,90,90,90,90,90,90,66,66,66
2016-05-07,14,91,91,91,91,91,91,42,42,42
2016-05-07,14,92,92,92,92,92,92,12,12,12
2016-05-07,15,88,88,88,88,88,88,515,502,502
2016-05-07,15,89,89,89,89,89,89,937,935,935
2016-05-07,15,90,90,90,90,90,90,1275,1273,1273
2016-05-07,15,91,91,91,91,91,91,576,571,571
2016-05-07,15,92,92,92,92,92,92,73,73,73
2016-05-07,16,88,88,88,88,88,88,605,578,578
2016-05-07,16,89,89,89,89,89,89,1065,1051,1051
2016-05-07,16,90,90,90,90,90,90,1172,1152,1152
2016-05-07,16,91,91,91,91,91,91,555,548,548
2016-05-07,16,92,92,92,92,92,92,82,77,77
2016-05-07,17,88,88,88,88,88,88,701,652,652
2016-05-07,17,89,89,89,89,89,89,1168,1122,1122
2016-05-07,17,90,90,90,90,90,90,1608,1561,1561
2016-05-07,17,91,91,91,91,91,91,616,584,584
2016-05-07,17,92,92,92,92,92,92,94,90,90
2016-05-07,18,26,26,26,26,26,26,1,1,1
2016-05-07,18,88,88,88,88,88,88,2119,2042,2042
2016-05-07,18,89,89,89,89,89,89,3962,3896,3896
2016-05-07,18,90,90,90,90,90,90,4574,4515,4515
2016-05-07,18,91,91,91,91,91,91,1940,1910,1910
2016-05-07,18,92,92,92,92,92,92,284,271,271
2016-05-07,19,88,88,88,88,88,88,2235,2165,2165
2016-05-07,19,89,89,89,89,89,89,3990,3966,3966
2016-05-07,19,90,90,90,90,90,90,5116,5103,5103
2016-05-07,19,91,91,91,91,91,91,1999,1983,1983
2016-05-07,19,92,92,92,92,92,92,334,322,322
2016-05-07,20,88,88,88,88,88,88,404,389,389
2016-05-07,20,89,89,89,89,89,89,659,655,655
2016-05-07,20,90,90,90,90,90,90,868,864,864
2016-05-07,20,91,91,91,91,91,91,382,379,379
2016-05-07,20,92,92,92,92,92,92,82,77,77
2016-05-07,21,88,88,88,88,88,88,488,469,469
2016-05-07,21,89,89,89,89,89,89,836,827,827
2016-05-07,21,90,90,90,90,90,90,1475,1469,1469
2016-05-07,21,91,91,91,91,91,91,553,548,548
2016-05-07,21,92,92,92,92,92,92,94,89,89
2016-05-08,0,88,88,88,88,88,88,147,130,130
2016-05-08,0,89,89,89,89,89,89,300,290,290
2016-05-08,0,90,90,90,90,90,90,800,759,759
2016-05-08,0,91,91,91,91,91,91,391,375,375
2016-05-08,0,92,92,92,92,92,92,71,67,67
2016-05-08,4,90,90,90,90,90,90,1,1,1
2016-05-08,5,88,88,88,88,88,88,483,461,461
2016-05-08,5,89,89,89,89,89,89,721,703,703
2016-05-08,5,90,90,90,90,90,90,789,762,762
2016-05-08,5,91,91,91,91,91,91,205,200,200
2016-05-08,5,92,92,92,92,92,92,23,22,22
2016-05-08,6,88,88,88,88,88,88,1231,1189,1189
2016-05-08,6,89,89,89,89,89,89,1910,1881,1881
2016-05-08,6,90,90,90,90,90,90,2078,2052,2052
2016-05-08,6,91,91,91,91,91,91,623,613,613
2016-05-08,6,92,92,92,92,92,92,72,70,70
2016-05-08,7,88,88,88,88,88,88,520,503,503
2016-05-08,7,89,89,89,89,89,89,842,836,836
2016-05-08,7,90,90,90,90,90,90,885,883,883
2016-05-08,7,91,91,91,91,91,91,326,326,326
2016-05-08,7,92,92,92,92,92,92,56,55,55
2016-05-08,8,88,88,88,88,88,88,836,796,796
2016-05-08,8,89,89,89,89,89,89,1355,1333,1333
2016-05-08,8,90,90,90,90,90,90,1510,1481,1481
2016-05-08,8,91,91,91,91,91,91,514,498,498
2016-05-08,8,92,92,92,92,92,92,89,89,89
2016-05-08,9,88,88,88,88,88,88,839,795,795
2016-05-08,9,89,89,89,89,89,89,1184,1146,1146
2016-05-08,9,90,90,90,90,90,90,1209,1182,1182
2016-05-08,9,91,91,91,91,91,91,473,468,468
2016-05-08,9,92,92,92,92,92,92,88,88,88
2016-05-08,10,88,88,88,88,88,88,432,410,410
2016-05-08,10,89,89,89,89,89,89,763,750,750
2016-05-08,10,90,90,90,90,90,90,925,918,918
2016-05-08,10,91,91,91,91,91,91,389,386,386
2016-05-08,10,92,92,92,92,92,92,67,67,67
2016-05-08,11,88,88,88,88,88,88,636,614,614
2016-05-08,11,89,89,89,89,89,89,1120,1111,1111
2016-05-08,11,90,90,90,90,90,90,1596,1582,1582
2016-05-08,11,91,91,91,91,91,91,703,698,698
2016-05-08,11,92,92,92,92,92,92,130,130,130
2016-05-08,12,88,88,88,88,88,88,989,950,950
2016-05-08,12,89,89,89,89,89,89,2033,2024,2024
2016-05-08,12,90,90,90,90,90,90,3086,3077,3077
2016-05-08,12,91,91,91,91,91,91,1165,1160,1160
2016-05-08,12,92,92,92,92,92,92,198,198,198
2016-05-08,13,88,88,88,88,88,88,769,735,735
2016-05-08,13,89,89,89,89,89,89,1307,1281,1281
2016-05-08,13,90,90,90,90,90,90,1816,1789,1789
2016-05-08,13,91,91,91,91,91,91,603,591,591
2016-05-08,13,92,92,92,92,92,92,101,100,100
2016-05-08,14,88,88,88,88,88,88,845,808,808
2016-05-08,14,89,89,89,89,89,89,1611,1600,1600
2016-05-08,14,90,90,90,90,90,90,2612,2588,2588
2016-05-08,14,91,91,91,91,91,91,1106,1090,1090
2016-05-08,14,92,92,92,92,92,92,151,147,147
2016-05-08,15,88,88,88,88,88,88,58,55,55
2016-05-08,15,89,89,89,89,89,89,175,171,171
2016-05-08,15,90,90,90,90,90,90,189,189,189
2016-05-08,15,91,91,91,91,91,91,61,61,61
2016-05-08,15,92,92,92,92,92,92,12,12,12
2016-05-08,16,88,88,88,88,88,88,1381,1315,1315
2016-05-08,16,89,89,89,89,89,89,2701,2634,2634
2016-05-08,16,90,90,90,90,90,90,3542,3469,3469
2016-05-08,16,91,91,91,91,91,91,1392,1358,1358
2016-05-08,16,92,92,92,92,92,92,228,219,219
2016-05-08,17,88,88,88,88,88,88,990,952,952
2016-05-08,17,89,89,89,89,89,89,1875,1863,1863
2016-05-08,17,90,90,90,90,90,90,2771,2763,2763
2016-05-08,17,91,91,91,91,91,91,1049,1041,1041
2016-05-08,17,92,92,92,92,92,92,168,167,167
2016-05-08,18,26,26,26,26,26,26,1,1,1
2016-05-08,18,88,88,88,88,88,88,1507,1431,1431
2016-05-08,18,89,89,89,89,89,89,2704,2673,2673
2016-05-08,18,90,90,90,90,90,90,3738,3700,3700
2016-05-08,18,91,91,91,91,91,91,1363,1344,1344
2016-05-08,18,92,92,92,92,92,92,183,181,181
2016-05-08,19,88,88,88,88,88,88,972,943,943
2016-05-08,19,89,89,89,89,89,89,1715,1708,1708
2016-05-08,19,90,90,90,90,90,90,2305,2304,2304
2016-05-08,19,91,91,91,91,91,91,914,914,914
2016-05-08,19,92,92,92,92,92,92,150,150,150
2016-05-08,20,88,88,88,88,88,88,1934,1865,1865
2016-05-08,20,89,89,89,89,89,89,3442,3416,3416
2016-05-08,20,90,90,90,90,90,90,4651,4631,4631
2016-05-08,20,91,91,91,91,91,91,1788,1782,1782
2016-05-08,20,92,92,92,92,92,92,262,261,261
2016-05-08,21,88,88,88,88,88,88,1202,1140,1140
2016-05-08,21,89,89,89,89,89,89,2003,1986,1986
2016-05-08,21,90,90,90,90,90,90,2739,2717,2717
2016-05-08,21,91,91,91,91,91,91,1116,1103,1103
2016-05-08,21,92,92,92,92,92,92,196,192,192
2016-05-08,22,88,88,88,88,88,88,321,309,309
2016-05-08,22,89,89,89,89,89,89,494,492,492
2016-05-08,22,90,90,90,90,90,90,712,706,706
2016-05-08,22,91,91,91,91,91,91,253,249,249
2016-05-08,22,92,92,92,92,92,92,41,41,41
2016-05-08,23,88,88,88,88,88,88,108,99,99
2016-05-08,23,89,89,89,89,89,89,203,201,201
2016-05-08,23,90,90,90,90,90,90,458,458,458
2016-05-08,23,91,91,91,91,91,91,184,184,184
2016-05-08,23,92,92,92,92,92,92,25,25,25
2016-05-09,0,88,88,88,88,88,88,187,172,172
2016-05-09,0,89,89,89,89,89,89,362,350,350
2016-05-09,0,90,90,90,90,90,90,618,595,595
2016-05-09,0,91,91,91,91,91,91,383,357,357
2016-05-09,0,92,92,92,92,92,92,56,54,54
2016-05-09,1,91,91,91,91,91,91,2,2,2
2016-05-09,7,88,88,88,88,88,88,280,277,277
2016-05-09,7,89,89,89,89,89,89,487,484,484
2016-05-09,7,90,90,90,90,90,90,656,655,655
2016-05-09,7,91,91,91,91,91,91,221,221,221
2016-05-09,7,92,92,92,92,92,92,40,40,40
2016-05-09,8,88,88,88,88,88,88,1352,1300,1300
2016-05-09,8,89,89,89,89,89,89,2399,2357,2357
2016-05-09,8,90,90,90,90,90,90,2909,2873,2873
2016-05-09,8,91,91,91,91,91,91,1012,999,999
2016-05-09,8,92,92,92,92,92,92,163,162,162
2016-05-09,9,88,88,88,88,88,88,1495,1439,1439
2016-05-09,9,89,89,89,89,89,89,2652,2635,2635
2016-05-09,9,90,90,90,90,90,90,3343,3329,3329
2016-05-09,9,91,91,91,91,91,91,1196,1186,1186
2016-05-09,9,92,92,92,92,92,92,200,198,198
2016-05-09,10,88,88,88,88,88,88,1756,1693,1693
2016-05-09,10,89,89,89,89,89,89,3246,3225,3225
2016-05-09,10,90,90,90,90,90,90,4345,4335,4335
2016-05-09,10,91,91,91,91,91,91,1600,1594,1594
2016-05-09,10,92,92,92,92,92,92,262,262,262
2016-05-09,11,88,88,88,88,88,88,917,887,887
2016-05-09,11,89,89,89,89,89,89,1781,1768,1768
2016-05-09,11,90,90,90,90,90,90,2680,2677,2677
2016-05-09,11,91,91,91,91,91,91,1001,995,995
2016-05-09,11,92,92,92,92,92,92,158,158,158
2016-05-09,12,26,26,26,26,26,26,1,1,1
2016-05-09,12,88,88,88,88,88,88,442,433,433
2016-05-09,12,89,89,89,89,89,89,920,914,914
2016-05-09,12,90,90,90,90,90,90,1328,1326,1326
2016-05-09,12,91,91,91,91,91,91,537,536,536
2016-05-09,12,92,92,92,92,92,92,81,81,81
2016-05-09,13,26,26,26,26,26,26,1,1,1
2016-05-09,13,88,88,88,88,88,88,1458,1401,1401
2016-05-09,13,89,89,89,89,89,89,3029,2973,2973
2016-05-09,13,90,90,90,90,90,90,4681,4630,4630
2016-05-09,13,91,91,91,91,91,91,1679,1657,1657
2016-05-09,13,92,92,92,92,92,92,240,236,236
2016-05-09,14,88,88,88,88,88,88,905,866,866
2016-05-09,14,89,89,89,89,89,89,1632,1613,1613
2016-05-09,14,90,90,90,90,90,90,2565,2544,2544
2016-05-09,14,91,91,91,91,91,91,983,980,980
2016-05-09,14,92,92,92,92,92,92,119,119,119
2016-05-09,15,88,88,88,88,88,88,1009,942,942
2016-05-09,15,89,89,89,89,89,89,1790,1765,1765
2016-05-09,15,90,90,90,90,90,90,2594,2554,2554
2016-05-09,15,91,91,91,91,91,91,1061,1049,1049
2016-05-09,15,92,92,92,92,92,92,154,149,149
2016-05-09,16,88,88,88,88,88,88,700,673,673
2016-05-09,16,89,89,89,89,89,89,1414,1400,1400
2016-05-09,16,90,90,90,90,90,90,2008,1996,1996
2016-05-09,16,91,91,91,91,91,91,744,736,736
2016-05-09,16,92,92,92,92,92,92,129,128,128
2016-05-09,17,88,88,88,88,88,88,665,643,643
2016-05-09,17,89,89,89,89,89,89,1037,1026,1026
2016-05-09,17,90,90,90,90,90,90,1618,1595,1595
2016-05-09,17,91,91,91,91,91,91,615,612,612
2016-05-09,17,92,92,92,92,92,92,99,98,98
2016-05-09,18,88,88,88,88,88,88,1038,996,996
2016-05-09,18,89,89,89,89,89,89,1832,1824,1824
2016-05-09,18,90,90,90,90,90,90,2497,2491,2491
2016-05-09,18,91,91,91,91,91,91,897,895,895
2016-05-09,18,92,92,92,92,92,92,171,170,170
2016-05-09,19,88,88,88,88,88,88,371,358,358
2016-05-09,19,89,89,89,89,89,89,685,684,684
2016-05-09,19,90,90,90,90,90,90,955,954,954
2016-05-09,19,91,91,91,91,91,91,349,349,349
2016-05-09,19,92,92,92,92,92,92,49,49,49
2016-05-09,20,88,88,88,88,88,88,1378,1332,1332
2016-05-09,20,89,89,89,89,89,89,2306,2296,2296
2016-05-09,20,90,90,90,90,90,90,3416,3405,3405
2016-05-09,20,91,91,91,91,91,91,1306,1306,1306
2016-05-09,20,92,92,92,92,92,92,205,204,204
2016-05-09,21,88,88,88,88,88,88,546,523,523
2016-05-09,21,89,89,89,89,89,89,1090,1081,1081
2016-05-09,21,90,90,90,90,90,90,1698,1696,1696
2016-05-09,21,91,91,91,91,91,91,641,640,640
2016-05-09,21,92,92,92,92,92,92,100,100,100
2016-05-09,22,88,88,88,88,88,88,390,376,376
2016-05-09,22,89,89,89,89,89,89,704,690,690
2016-05-09,22,90,90,90,90,90,90,1166,1154,1154
2016-05-09,22,91,91,91,91,91,91,545,535,535
2016-05-09,22,92,92,92,92,92,92,81,80,80
2016-05-09,23,88,88,88,88,88,88,217,207,207
2016-05-09,23,89,89,89,89,89,89,367,358,358
2016-05-09,23,90,90,90,90,90,90,660,653,653
2016-05-09,23,91,91,91,91,91,91,290,287,287
2016-05-09,23,92,92,92,92,92,92,53,53,53
2016-05-10,0,88,88,88,88,88,88,308,288,288
2016-05-10,0,89,89,89,89,89,89,535,501,501
2016-05-10,0,90,90,90,90,90,90,926,902,902
2016-05-10,0,91,91,91,91,91,91,360,353,353
2016-05-10,0,92,92,92,92,92,92,69,69,69
2016-05-10,1,88,88,88,88,88,88,41,37,37
2016-05-10,1,89,89,89,89,89,89,94,86,86
2016-05-10,1,90,90,90,90,90,90,148,138,138
2016-05-10,1,91,91,91,91,91,91,96,90,90
2016-05-10,1,92,92,92,92,92,92,15,15,15
2016-05-10,4,88,88,88,88,88,88,1,1,1
2016-05-10,4,89,89,89,89,89,89,3,3,3
2016-05-10,4,90,90,90,90,90,90,1,1,1
2016-05-10,4,91,91,91,91,91,91,1,1,1
2016-05-10,5,88,88,88,88,88,88,167,158,158
2016-05-10,5,89,89,89,89,89,89,317,311,311
2016-05-10,5,90,90,90,90,90,90,315,312,312
2016-05-10,5,91,91,91,91,91,91,102,101,101
2016-05-10,5,92,92,92,92,92,92,16,16,16
2016-05-10,6,88,88,88,88,88,88,926,886,886
2016-05-10,6,89,89,89,89,89,89,1634,1615,1615
2016-05-10,6,90,90,90,90,90,90,1701,1679,1679
2016-05-10,6,91,91,91,91,91,91,540,536,536
2016-05-10,6,92,92,92,92,92,92,68,68,68
2016-05-10,7,88,88,88,88,88,88,836,809,809
2016-05-10,7,89,89,89,89,89,89,1370,1350,1350
2016-05-10,7,90,90,90,90,90,90,1540,1528,1528
2016-05-10,7,91,91,91,91,91,91,456,453,453
2016-05-10,7,92,92,92,92,92,92,100,99,99
2016-05-10,8,88,88,88,88,88,88,913,890,890
2016-05-10,8,89,89,89,89,89,89,1769,1752,1752
2016-05-10,8,90,90,90,90,90,90,2439,2425,2425
2016-05-10,8,91,91,91,91,91,91,768,764,764
2016-05-10,8,92,92,92,92,92,92,122,120,120
2016-05-10,9,88,88,88,88,88,88,1574,1514,1514
2016-05-10,9,89,89,89,89,89,89,3018,2970,2970
2016-05-10,9,90,90,90,90,90,90,4095,4061,4061
2016-05-10,9,91,91,91,91,91,91,1406,1391,1391
2016-05-10,9,92,92,92,92,92,92,222,219,219
2016-05-10,10,88,88,88,88,88,88,757,729,729
2016-05-10,10,89,89,89,89,89,89,1422,1416,1416
2016-05-10,10,90,90,90,90,90,90,1979,1978,1978
2016-05-10,10,91,91,91,91,91,91,742,742,742
2016-05-10,10,92,92,92,92,92,92,115,115,115
2016-05-10,11,88,88,88,88,88,88,857,827,827
2016-05-10,11,89,89,89,89,89,89,1467,1462,1462
2016-05-10,11,90,90,90,90,90,90,1997,1989,1989
2016-05-10,11,91,91,91,91,91,91,818,814,814
2016-05-10,11,92,92,92,92,92,92,131,130,130
2016-05-10,12,88,88,88,88,88,88,845,819,819
2016-05-10,12,89,89,89,89,89,89,1540,1527,1527
2016-05-10,12,90,90,90,90,90,90,2266,2254,2254
2016-05-10,12,91,91,91,91,91,91,812,810,810
2016-05-10,12,92,92,92,92,92,92,140,140,140
2016-05-10,13,88,88,88,88,88,88,290,279,279
2016-05-10,13,89,89,89,89,89,89,537,533,533
2016-05-10,13,90,90,90,90,90,90,756,756,756
2016-05-10,13,91,91,91,91,91,91,259,258,258
2016-05-10,13,92,92,92,92,92,92,54,54,54
2016-05-10,14,88,88,88,88,88,88,1214,1161,1161
2016-05-10,14,89,89,89,89,89,89,2374,2357,2357
2016-05-10,14,90,90,90,90,90,90,3889,3854,3854
2016-05-10,14,91,91,91,91,91,91,1386,1374,1374
2016-05-10,14,92,92,92,92,92,92,210,207,207
2016-05-10,15,88,88,88,88,88,88,848,796,796
2016-05-10,15,89,89,89,89,89,89,1520,1493,1493
2016-05-10,15,90,90,90,90,90,90,2095,2068,2068
2016-05-10,15,91,91,91,91,91,91,801,791,791
2016-05-10,15,92,92,92,92,92,92,157,155,155
2016-05-10,16,88,88,88,88,88,88,1528,1473,1473
2016-05-10,16,89,89,89,89,89,89,2845,2816,2816
2016-05-10,16,90,90,90,90,90,90,3936,3908,3908
2016-05-10,16,91,91,91,91,91,91,1330,1316,1316
2016-05-10,16,92,92,92,92,92,92,226,222,222
2016-05-10,17,88,88,88,88,88,88,99,97,97
2016-05-10,17,89,89,89,89,89,89,144,144,144
2016-05-10,17,90,90,90,90,90,90,190,189,189
2016-05-10,17,91,91,91,91,91,91,85,85,85
2016-05-10,17,92,92,92,92,92,92,10,10,10
2016-05-10,18,88,88,88,88,88,88,1012,975,975
2016-05-10,18,89,89,89,89,89,89,1909,1897,1897
2016-05-10,18,90,90,90,90,90,90,2693,2688,2688
2016-05-10,18,91,91,91,91,91,91,1036,1032,1032
2016-05-10,18,92,92,92,92,92,92,178,177,177
2016-05-10,19,88,88,88,88,88,88,836,801,801
2016-05-10,19,89,89,89,89,89,89,1498,1488,1488
2016-05-10,19,90,90,90,90,90,90,2196,2193,2193
2016-05-10,19,91,91,91,91,91,91,833,833,833
2016-05-10,19,92,92,92,92,92,92,141,140,140
2016-05-10,20,88,88,88,88,88,88,870,838,838
2016-05-10,20,89,89,89,89,89,89,1633,1613,1613
2016-05-10,20,90,90,90,90,90,90,2215,2205,2205
2016-05-10,20,91,91,91,91,91,91,818,814,814
2016-05-10,20,92,92,92,92,92,92,139,139,139
2016-05-10,21,88,88,88,88,88,88,711,691,691
2016-05-10,21,89,89,89,89,89,89,1278,1275,1275
2016-05-10,21,90,90,90,90,90,90,2058,2056,2056
2016-05-10,21,91,91,91,91,91,91,796,795,795
2016-05-10,21,92,92,92,92,92,92,113,113,113
2016-05-10,22,88,88,88,88,88,88,615,595,595
2016-05-10,22,89,89,89,89,89,89,1098,1097,1097
2016-05-10,22,90,90,90,90,90,90,1655,1649,1649
2016-05-10,22,91,91,91,91,91,91,829,826,826
2016-05-10,22,92,92,92,92,92,92,151,150,150
2016-05-10,23,88,88,88,88,88,88,148,140,140
2016-05-10,23,89,89,89,89,89,89,236,231,231
2016-05-10,23,90,90,90,90,90,90,358,356,356
2016-05-10,23,91,91,91,91,91,91,207,204,204
2016-05-10,23,92,92,92,92,92,92,57,53,53
